SurfaceIndex,Method,ExecutionTime,numberPoints
1350,Direct Method,30.5494,435172
1351,Compute Shader Z-Buffer,0.0004298,435172
1351,Z-Buffer,0.0451135,435172
1351,Direct Method,28.6081,435172
1352,Compute Shader Z-Buffer,0.0004798,435172
1352,Z-Buffer,0.0434726,435172
1352,Direct Method,27.4881,435172
1353,Compute Shader Z-Buffer,0.0004841,435172
1353,Z-Buffer,0.0454738,435172
1353,Direct Method,28.6547,435172
1354,Compute Shader Z-Buffer,0.0004482,435172
1354,Z-Buffer,0.0448799,435172
1354,Direct Method,29.5546,435172
1355,Compute Shader Z-Buffer,0.0006016,435172
1355,Z-Buffer,0.0434951,435172
1355,Direct Method,31.1282,435172
1356,Compute Shader Z-Buffer,0.0006474,435172
1356,Z-Buffer,0.0443675,435172
1356,Direct Method,30.7058,435172
1357,Compute Shader Z-Buffer,0.0004767,435172
1357,Z-Buffer,0.0482792,435172
1357,Direct Method,30.3482,435172
1358,Compute Shader Z-Buffer,0.0004316,435172
1358,Z-Buffer,0.0439045,435172
1358,Direct Method,30.8113,435172
1359,Compute Shader Z-Buffer,0.0004665,435172
1359,Z-Buffer,0.0449396,435172
1359,Direct Method,31.6624,435172
1360,Compute Shader Z-Buffer,0.0005795,435172
1360,Z-Buffer,0.0452734,435172
1360,Direct Method,31.6345,435172
1361,Compute Shader Z-Buffer,0.000425,435172
1361,Z-Buffer,0.0460176,435172
1361,Direct Method,31.1058,435172
1362,Compute Shader Z-Buffer,0.0007655,435172
1362,Z-Buffer,0.0443201,435172
1362,Direct Method,31.1423,435172
1363,Compute Shader Z-Buffer,0.0004021,435172
1363,Z-Buffer,0.0444726,435172
1363,Direct Method,27.562,435172
1364,Compute Shader Z-Buffer,0.0005845,435172
1364,Z-Buffer,0.0449714,435172
1364,Direct Method,29.9809,435172
1365,Compute Shader Z-Buffer,0.0004221,435172
1365,Z-Buffer,0.043146,435172
1365,Direct Method,30.4633,435172
1366,Compute Shader Z-Buffer,0.0004507,435172
1366,Z-Buffer,0.0453066,435172
1366,Direct Method,28.3911,435172
1367,Compute Shader Z-Buffer,0.0004681,435172
1367,Z-Buffer,0.048024,435172
1367,Direct Method,27.7191,435172
1368,Compute Shader Z-Buffer,0.0005121,435172
1368,Z-Buffer,0.0430402,435172
1368,Direct Method,25.3197,435172
1369,Compute Shader Z-Buffer,0.0005995,435172
1369,Z-Buffer,0.0503295,435172
1369,Direct Method,29.6952,435172
1370,Compute Shader Z-Buffer,0.0005713,435172
1370,Z-Buffer,0.0434245,435172
1370,Direct Method,29.9838,435172
1371,Compute Shader Z-Buffer,0.0005355,435172
1371,Z-Buffer,0.0439151,435172
1371,Direct Method,25.5412,435172
1372,Compute Shader Z-Buffer,0.0004263,435172
1372,Z-Buffer,0.0462121,435172
1372,Direct Method,25.6394,435172
1373,Compute Shader Z-Buffer,0.0004399,435172
1373,Z-Buffer,0.0425447,435172
1373,Direct Method,25.1231,435172
1374,Compute Shader Z-Buffer,0.0006122,435172
1374,Z-Buffer,0.0461454,435172
1374,Direct Method,30.8963,435172
1375,Compute Shader Z-Buffer,0.0005089,435172
1375,Z-Buffer,0.0430889,435172
1375,Direct Method,30.2785,435172
1376,Compute Shader Z-Buffer,0.0004462,435172
1376,Z-Buffer,0.042302,435172
1376,Direct Method,28.1286,435172
1377,Compute Shader Z-Buffer,0.0005358,435172
1377,Z-Buffer,0.0450343,435172
1377,Direct Method,28.1039,435172
1378,Compute Shader Z-Buffer,0.0004502,435172
1378,Z-Buffer,0.0494172,435172
1378,Direct Method,29.9752,435172
1379,Compute Shader Z-Buffer,0.0005562,435172
1379,Z-Buffer,0.0429639,435172
1379,Direct Method,30.4889,435172
1380,Compute Shader Z-Buffer,0.0004135,435172
1380,Z-Buffer,0.0459211,435172
1380,Direct Method,31.9338,435172
1381,Compute Shader Z-Buffer,0.0005463,435172
1381,Z-Buffer,0.0439812,435172
1381,Direct Method,29.3539,435172
1382,Compute Shader Z-Buffer,0.0004104,435172
1382,Z-Buffer,0.0456991,435172
1382,Direct Method,27.583,435172
1383,Compute Shader Z-Buffer,0.0004235,435172
1383,Z-Buffer,0.0444764,435172
1383,Direct Method,29.1495,435172
1384,Compute Shader Z-Buffer,0.0005292,435172
1384,Z-Buffer,0.0450604,435172
1384,Direct Method,30.9017,435172
1385,Compute Shader Z-Buffer,0.0005169,435172
1385,Z-Buffer,0.0483439,435172
1385,Direct Method,26.2115,435172
1386,Compute Shader Z-Buffer,0.0006092,435172
1386,Z-Buffer,0.0432503,435172
1386,Direct Method,28.07,435172
1387,Compute Shader Z-Buffer,0.0005348,435172
1387,Z-Buffer,0.0433357,435172
1387,Direct Method,28.0953,435172
1388,Compute Shader Z-Buffer,0.0005123,435172
1388,Z-Buffer,0.0449559,435172
1388,Direct Method,27.1213,435172
1389,Compute Shader Z-Buffer,0.0004762,435172
1389,Z-Buffer,0.0432453,435172
1389,Direct Method,26.7757,435172
1390,Compute Shader Z-Buffer,0.0004412,435172
1390,Z-Buffer,0.045323,435172
1390,Direct Method,28.9267,435172
1391,Compute Shader Z-Buffer,0.0005745,435172
1391,Z-Buffer,0.0466135,435172
1391,Direct Method,28.5528,435172
1392,Compute Shader Z-Buffer,0.0006777,435172
1392,Z-Buffer,0.0444102,435172
1392,Direct Method,30.1689,435172
1393,Compute Shader Z-Buffer,0.0004354,435172
1393,Z-Buffer,0.0429242,435172
1393,Direct Method,30.7879,435172
1394,Compute Shader Z-Buffer,0.0005553,435172
1394,Z-Buffer,0.0444082,435172
1394,Direct Method,30.4483,435172
1395,Compute Shader Z-Buffer,0.0004267,435172
1395,Z-Buffer,0.0428344,435172
1395,Direct Method,28.5983,435172
1396,Compute Shader Z-Buffer,0.0003903,435172
1396,Z-Buffer,0.0461185,435172
1396,Direct Method,30.572,435172
1397,Compute Shader Z-Buffer,0.0004354,435172
1397,Z-Buffer,0.0445877,435172
1397,Direct Method,31.2154,435172
1398,Compute Shader Z-Buffer,0.0004284,435172
1398,Z-Buffer,0.0496101,435172
1398,Direct Method,30.9814,435172
1399,Compute Shader Z-Buffer,0.0006182,435172
1399,Z-Buffer,0.045201,435172
1399,Direct Method,27.7366,435172
1400,Compute Shader Z-Buffer,0.0004702,435172
1400,Z-Buffer,0.0431125,435172
1400,Direct Method,28.2003,435172
1401,Compute Shader Z-Buffer,0.0005707,435172
1401,Z-Buffer,0.0468417,435172
1401,Direct Method,29.5562,435172
1402,Compute Shader Z-Buffer,0.0004166,435172
1402,Z-Buffer,0.0432134,435172
1402,Direct Method,30.3464,435172
1403,Compute Shader Z-Buffer,0.0006573,435172
1403,Z-Buffer,0.0434118,435172
1403,Direct Method,26.979,435172
1404,Compute Shader Z-Buffer,0.0006875,435172
1404,Z-Buffer,0.0454767,435172
1404,Direct Method,30.4148,435172
1405,Compute Shader Z-Buffer,0.0005119,435172
1405,Z-Buffer,0.0435455,435172
1405,Direct Method,29.1237,435172
1406,Compute Shader Z-Buffer,0.0004452,435172
1406,Z-Buffer,0.0461337,435172
1406,Direct Method,30.2195,435172
1407,Compute Shader Z-Buffer,0.0005927,435172
1407,Z-Buffer,0.0469144,435172
1407,Direct Method,28.9036,435172
1408,Compute Shader Z-Buffer,0.0004273,435172
1408,Z-Buffer,0.0458465,435172
1408,Direct Method,28.9261,435172
1409,Compute Shader Z-Buffer,0.0004132,435172
1409,Z-Buffer,0.0425391,435172
1409,Direct Method,28.6506,435172
1410,Compute Shader Z-Buffer,0.0005798,435172
1410,Z-Buffer,0.0433328,435172
1410,Direct Method,28.7873,435172
1411,Compute Shader Z-Buffer,0.0004155,435172
1411,Z-Buffer,0.0439473,435172
1411,Direct Method,27.5856,435172
1412,Compute Shader Z-Buffer,0.0004302,435172
1412,Z-Buffer,0.0446896,435172
1412,Direct Method,28.7389,435172
1413,Compute Shader Z-Buffer,0.0005723,435172
1413,Z-Buffer,0.0439699,435172
1413,Direct Method,30.1483,435172
1414,Compute Shader Z-Buffer,0.0004166,435172
1414,Z-Buffer,0.0461777,435172
1414,Direct Method,31.0109,435172
1415,Compute Shader Z-Buffer,0.000519,435172
1415,Z-Buffer,0.0433205,435172
1415,Direct Method,31.3499,435172
1416,Compute Shader Z-Buffer,0.0005027,435172
1416,Z-Buffer,0.0433702,435172
1416,Direct Method,27.9164,435172
1417,Compute Shader Z-Buffer,0.0005281,435172
1417,Z-Buffer,0.0431372,435172
1417,Direct Method,26.8921,435172
1418,Compute Shader Z-Buffer,0.0006655,435172
1418,Z-Buffer,0.0444074,435172
1418,Direct Method,28.2466,435172
1419,Compute Shader Z-Buffer,0.0004742,435172
1419,Z-Buffer,0.044002,435172
1419,Direct Method,31.5183,435172
1420,Compute Shader Z-Buffer,0.0005404,435172
1420,Z-Buffer,0.0454791,435172
1420,Direct Method,31.6441,435172
1421,Compute Shader Z-Buffer,0.0005017,435172
1421,Z-Buffer,0.0452519,435172
1421,Direct Method,30.9191,435172
1422,Compute Shader Z-Buffer,0.0005308,435172
1422,Z-Buffer,0.0444457,435172
1422,Direct Method,27.0622,435172
1423,Compute Shader Z-Buffer,0.0004751,435172
1423,Z-Buffer,0.0424519,435172
1423,Direct Method,29.6936,435172
1424,Compute Shader Z-Buffer,0.0003829,435172
1424,Z-Buffer,0.0428883,435172
1424,Direct Method,28.8335,435172
1425,Compute Shader Z-Buffer,0.0007604,435172
1425,Z-Buffer,0.0431872,435172
1425,Direct Method,31.7728,435172
1426,Compute Shader Z-Buffer,0.0004093,435172
1426,Z-Buffer,0.0429457,435172
1426,Direct Method,26.044,435172
1427,Compute Shader Z-Buffer,0.0004197,435172
1427,Z-Buffer,0.043955,435172
1427,Direct Method,27.3334,435172
1428,Compute Shader Z-Buffer,0.000468,435172
1428,Z-Buffer,0.0465899,435172
1428,Direct Method,29.9566,435172
1429,Compute Shader Z-Buffer,0.0004257,435172
1429,Z-Buffer,0.042879,435172
1429,Direct Method,31.2088,435172
1430,Compute Shader Z-Buffer,0.0004125,435172
1430,Z-Buffer,0.0469638,435172
1430,Direct Method,25.6055,435172
1431,Compute Shader Z-Buffer,0.0005934,435172
1431,Z-Buffer,0.0442007,435172
1431,Direct Method,25.8643,435172
1432,Compute Shader Z-Buffer,0.0005319,435172
1432,Z-Buffer,0.0439569,435172
1432,Direct Method,28.2964,435172
1433,Compute Shader Z-Buffer,0.0004792,435172
1433,Z-Buffer,0.0445627,435172
1433,Direct Method,32.8323,435172
1434,Compute Shader Z-Buffer,0.0006017,435172
1434,Z-Buffer,0.044406,435172
1434,Direct Method,29.8897,435172
1435,Compute Shader Z-Buffer,0.000434,435172
1435,Z-Buffer,0.0442049,435172
1435,Direct Method,26.6454,435172
1436,Compute Shader Z-Buffer,0.0005451,435172
1436,Z-Buffer,0.0437228,435172
1436,Direct Method,26.8414,435172
1437,Compute Shader Z-Buffer,0.0007621,435172
1437,Z-Buffer,0.0458454,435172
1437,Direct Method,30.6242,435172
1438,Compute Shader Z-Buffer,0.0006041,435172
1438,Z-Buffer,0.0472752,435172
1438,Direct Method,31.4608,435172
1439,Compute Shader Z-Buffer,0.0008548,435172
1439,Z-Buffer,0.0461387,435172
1439,Direct Method,26.821,435172
1440,Compute Shader Z-Buffer,0.0006361,435172
1440,Z-Buffer,0.0422602,435172
1440,Direct Method,30.865,435172
1441,Compute Shader Z-Buffer,0.0004821,435172
1441,Z-Buffer,0.0458149,435172
1441,Direct Method,29.2076,435172
1442,Compute Shader Z-Buffer,0.0005017,435172
1442,Z-Buffer,0.0438466,435172
1442,Direct Method,28.8729,435172
1443,Compute Shader Z-Buffer,0.0005298,435172
1443,Z-Buffer,0.0460387,435172
1443,Direct Method,27.7165,435172
1444,Compute Shader Z-Buffer,0.0005011,435172
1444,Z-Buffer,0.0474531,435172
1444,Direct Method,29.1059,435172
1445,Compute Shader Z-Buffer,0.0005467,435172
1445,Z-Buffer,0.0448623,435172
1445,Direct Method,27.9992,435172
1446,Compute Shader Z-Buffer,0.0004284,435172
1446,Z-Buffer,0.0452372,435172
1446,Direct Method,28.0369,435172
1447,Compute Shader Z-Buffer,0.0005095,435172
1447,Z-Buffer,0.0474889,435172
1447,Direct Method,29.0935,435172
1448,Compute Shader Z-Buffer,0.0006039,435172
1448,Z-Buffer,0.0467145,435172
1448,Direct Method,29.0088,435172
1449,Compute Shader Z-Buffer,0.0004642,435172
1449,Z-Buffer,0.0431919,435172
1449,Direct Method,31.0648,435172
1450,Compute Shader Z-Buffer,0.0004089,435172
1450,Z-Buffer,0.0437838,435172
1450,Direct Method,30.9454,435172
1451,Compute Shader Z-Buffer,0.0005043,435172
1451,Z-Buffer,0.0456524,435172
1451,Direct Method,31.5224,435172
1452,Compute Shader Z-Buffer,0.0005383,435172
1452,Z-Buffer,0.0451977,435172
1452,Direct Method,29.5319,435172
1453,Compute Shader Z-Buffer,0.0005097,435172
1453,Z-Buffer,0.0485791,435172
1453,Direct Method,29.5627,435172
1454,Compute Shader Z-Buffer,0.0004525,435172
1454,Z-Buffer,0.046083,435172
1454,Direct Method,27.5406,435172
1455,Compute Shader Z-Buffer,0.0004197,435172
1455,Z-Buffer,0.0447634,435172
1455,Direct Method,27.0954,435172
1456,Compute Shader Z-Buffer,0.0004622,435172
1456,Z-Buffer,0.0433026,435172
1456,Direct Method,26.6816,435172
1457,Compute Shader Z-Buffer,0.0006291,435172
1457,Z-Buffer,0.045584,435172
1457,Direct Method,26.161,435172
1458,Compute Shader Z-Buffer,0.0004243,435172
1458,Z-Buffer,0.0428752,435172
1458,Direct Method,27.0316,435172
1459,Compute Shader Z-Buffer,0.0004227,435172
1459,Z-Buffer,0.044612,435172
1459,Direct Method,26.0834,435172
1460,Compute Shader Z-Buffer,0.0004191,435172
1460,Z-Buffer,0.045683,435172
1460,Direct Method,25.485,435172
1461,Compute Shader Z-Buffer,0.0004723,435172
1461,Z-Buffer,0.0452009,435172
1461,Direct Method,27.8036,435172
1462,Compute Shader Z-Buffer,0.0005321,435172
1462,Z-Buffer,0.0430535,435172
1462,Direct Method,28.2037,435172
1463,Compute Shader Z-Buffer,0.0004498,435172
1463,Z-Buffer,0.0448991,435172
1463,Direct Method,27.5208,435172
1464,Compute Shader Z-Buffer,0.000433,435172
1464,Z-Buffer,0.0466139,435172
1464,Direct Method,30.0427,435172
1465,Compute Shader Z-Buffer,0.0006168,435172
1465,Z-Buffer,0.0432814,435172
1465,Direct Method,29.5039,435172
1466,Compute Shader Z-Buffer,0.0005478,435172
1466,Z-Buffer,0.0431459,435172
1466,Direct Method,30.7918,435172
1467,Compute Shader Z-Buffer,0.0004342,435172
1467,Z-Buffer,0.046905,435172
1467,Direct Method,27.1624,435172
1468,Compute Shader Z-Buffer,0.0004766,435172
1468,Z-Buffer,0.0424509,435172
1468,Direct Method,27.4614,435172
1469,Compute Shader Z-Buffer,0.0004284,435172
1469,Z-Buffer,0.0459301,435172
1469,Direct Method,25.8686,435172
1470,Compute Shader Z-Buffer,0.0006126,435172
1470,Z-Buffer,0.0435242,435172
1470,Direct Method,29.301,435172
1471,Compute Shader Z-Buffer,0.000465,435172
1471,Z-Buffer,0.0442393,435172
1471,Direct Method,29.791,435172
1472,Compute Shader Z-Buffer,0.0004243,435172
1472,Z-Buffer,0.0432235,435172
1472,Direct Method,31.2781,435172
1473,Compute Shader Z-Buffer,0.0005158,435172
1473,Z-Buffer,0.0432077,435172
1473,Direct Method,27.7849,435172
1474,Compute Shader Z-Buffer,0.0006041,435172
1474,Z-Buffer,0.0446264,435172
1474,Direct Method,31.0999,435172
1475,Compute Shader Z-Buffer,0.0005407,435172
1475,Z-Buffer,0.0460375,435172
1475,Direct Method,31.54,435172
1476,Compute Shader Z-Buffer,0.0005227,435172
1476,Z-Buffer,0.0439478,435172
1476,Direct Method,30.2442,435172
1477,Compute Shader Z-Buffer,0.0004093,435172
1477,Z-Buffer,0.0468262,435172
1477,Direct Method,27.658,435172
1478,Compute Shader Z-Buffer,0.0005656,435172
1478,Z-Buffer,0.0434207,435172
1478,Direct Method,28.5222,435172
1479,Compute Shader Z-Buffer,0.0005555,435172
1479,Z-Buffer,0.0439942,435172
1479,Direct Method,29.1326,435172
1480,Compute Shader Z-Buffer,0.000563,435172
1480,Z-Buffer,0.0437746,435172
1480,Direct Method,30.796,435172
1481,Compute Shader Z-Buffer,0.0004768,435172
1481,Z-Buffer,0.0448168,435172
1481,Direct Method,30.9422,435172
1482,Compute Shader Z-Buffer,0.0004785,435172
1482,Z-Buffer,0.0441822,435172
1482,Direct Method,27.0764,435172
1483,Compute Shader Z-Buffer,0.0005576,435172
1483,Z-Buffer,0.0432585,435172
1483,Direct Method,32.2236,435172
1484,Compute Shader Z-Buffer,0.0004314,435172
1484,Z-Buffer,0.045181,435172
1484,Direct Method,29.0892,435172
1485,Compute Shader Z-Buffer,0.0004216,435172
1485,Z-Buffer,0.0447558,435172
1485,Direct Method,31.2188,435172
1486,Compute Shader Z-Buffer,0.000507,435172
1486,Z-Buffer,0.0443625,435172
1486,Direct Method,27.0977,435172
1487,Compute Shader Z-Buffer,0.0004188,435172
1487,Z-Buffer,0.0441221,435172
1487,Direct Method,27.0293,435172
1488,Compute Shader Z-Buffer,0.0005711,435172
1488,Z-Buffer,0.0483984,435172
1488,Direct Method,30.9546,435172
1489,Compute Shader Z-Buffer,0.0004393,435172
1489,Z-Buffer,0.0471112,435172
1489,Direct Method,29.3642,435172
1490,Compute Shader Z-Buffer,0.0004135,435172
1490,Z-Buffer,0.0453674,435172
1490,Direct Method,27.0963,435172
1491,Compute Shader Z-Buffer,0.0004355,435172
1491,Z-Buffer,0.0488354,435172
1491,Direct Method,32.3797,435172
1492,Compute Shader Z-Buffer,0.0005731,435172
1492,Z-Buffer,0.0431182,435172
1492,Direct Method,27.3467,435172
1493,Compute Shader Z-Buffer,0.0004909,435172
1493,Z-Buffer,0.0472035,435172
1493,Direct Method,25.4131,435172
1494,Compute Shader Z-Buffer,0.0004184,435172
1494,Z-Buffer,0.0431419,435172
1494,Direct Method,27.4057,435172
1495,Compute Shader Z-Buffer,0.0005273,435172
1495,Z-Buffer,0.0454725,435172
1495,Direct Method,28.7022,435172
1496,Compute Shader Z-Buffer,0.0006748,435172
1496,Z-Buffer,0.045854,435172
1496,Direct Method,29.3086,435172
1497,Compute Shader Z-Buffer,0.0005358,435172
1497,Z-Buffer,0.0463582,435172
1497,Direct Method,29.4104,435172
1498,Compute Shader Z-Buffer,0.0004693,435172
1498,Z-Buffer,0.0465671,435172
1498,Direct Method,29.2844,435172
1499,Compute Shader Z-Buffer,0.0004597,435172
1499,Z-Buffer,0.0452345,435172
1499,Direct Method,29.422,435172
1500,Compute Shader Z-Buffer,0.0004206,435172
1500,Z-Buffer,0.0446358,435172
1500,Direct Method,27.5033,435172
1501,Compute Shader Z-Buffer,0.0004416,435172
1501,Z-Buffer,0.043499,435172
1501,Direct Method,27.9086,435172
1502,Compute Shader Z-Buffer,0.0004346,435172
1502,Z-Buffer,0.0423241,435172
1502,Direct Method,32.2378,435172
1503,Compute Shader Z-Buffer,0.0004658,435172
1503,Z-Buffer,0.0444253,435172
1503,Direct Method,27.5104,435172
1504,Compute Shader Z-Buffer,0.0004241,435172
1504,Z-Buffer,0.0435064,435172
1504,Direct Method,25.3513,435172
1505,Compute Shader Z-Buffer,0.0005317,435172
1505,Z-Buffer,0.0465909,435172
1505,Direct Method,27.4178,435172
1506,Compute Shader Z-Buffer,0.0005715,435172
1506,Z-Buffer,0.0427691,435172
1506,Direct Method,28.5409,435172
1507,Compute Shader Z-Buffer,0.0007384,435172
1507,Z-Buffer,0.045646,435172
1507,Direct Method,28.7403,435172
1508,Compute Shader Z-Buffer,0.0005965,435172
1508,Z-Buffer,0.0448128,435172
1508,Direct Method,32.1919,435172
1509,Compute Shader Z-Buffer,0.0005361,435172
1509,Z-Buffer,0.0440616,435172
1509,Direct Method,32.0285,435172
1510,Compute Shader Z-Buffer,0.0004262,435172
1510,Z-Buffer,0.0428536,435172
1510,Direct Method,28.9092,435172
1511,Compute Shader Z-Buffer,0.000476,435172
1511,Z-Buffer,0.0442492,435172
1511,Direct Method,28.7605,435172
1512,Compute Shader Z-Buffer,0.0004121,435172
1512,Z-Buffer,0.0447782,435172
1512,Direct Method,30.5994,435172
1513,Compute Shader Z-Buffer,0.0007198,435172
1513,Z-Buffer,0.0442838,435172
1513,Direct Method,30.3187,435172
1514,Compute Shader Z-Buffer,0.0004459,435172
1514,Z-Buffer,0.0454374,435172
1514,Direct Method,29.1102,435172
1515,Compute Shader Z-Buffer,0.000669,435172
1515,Z-Buffer,0.0452434,435172
1515,Direct Method,29.0542,435172
1516,Compute Shader Z-Buffer,0.0004638,435172
1516,Z-Buffer,0.0478751,435172
1516,Direct Method,29.4518,435172
1517,Compute Shader Z-Buffer,0.000439,435172
1517,Z-Buffer,0.0437267,435172
1517,Direct Method,28.9784,435172
1518,Compute Shader Z-Buffer,0.0004193,435172
1518,Z-Buffer,0.0446136,435172
1518,Direct Method,30.1799,435172
1519,Compute Shader Z-Buffer,0.0004611,435172
1519,Z-Buffer,0.0442753,435172
1519,Direct Method,27.1414,435172
1520,Compute Shader Z-Buffer,0.0005901,435172
1520,Z-Buffer,0.0450667,435172
1520,Direct Method,29.1294,435172
1521,Compute Shader Z-Buffer,0.0006093,435172
1521,Z-Buffer,0.0424536,435172
1521,Direct Method,29.4522,435172
1522,Compute Shader Z-Buffer,0.0006853,435172
1522,Z-Buffer,0.0435527,435172
1522,Direct Method,27.544,435172
1523,Compute Shader Z-Buffer,0.0005742,435172
1523,Z-Buffer,0.046182,435172
1523,Direct Method,26.3739,435172
1524,Compute Shader Z-Buffer,0.0005515,435172
1524,Z-Buffer,0.0428986,435172
1524,Direct Method,28.8216,435172
1525,Compute Shader Z-Buffer,0.0004879,435172
1525,Z-Buffer,0.0444518,435172
1525,Direct Method,29.3634,435172
1526,Compute Shader Z-Buffer,0.0004256,435172
1526,Z-Buffer,0.0446167,435172
1526,Direct Method,29.3047,435172
1527,Compute Shader Z-Buffer,0.0005784,435172
1527,Z-Buffer,0.0450309,435172
1527,Direct Method,30.1599,435172
1528,Compute Shader Z-Buffer,0.0005064,435172
1528,Z-Buffer,0.0464501,435172
1528,Direct Method,29.2428,435172
1529,Compute Shader Z-Buffer,0.0004196,435172
1529,Z-Buffer,0.0451779,435172
1529,Direct Method,28.4868,435172
1530,Compute Shader Z-Buffer,0.0004656,435172
1530,Z-Buffer,0.0443634,435172
1530,Direct Method,29.9389,435172
1531,Compute Shader Z-Buffer,0.000824,435172
1531,Z-Buffer,0.0444977,435172
1531,Direct Method,29.1449,435172
1532,Compute Shader Z-Buffer,0.0004725,435172
1532,Z-Buffer,0.0431019,435172
1532,Direct Method,30.7352,435172
1533,Compute Shader Z-Buffer,0.0004232,435172
1533,Z-Buffer,0.0445905,435172
1533,Direct Method,29.3762,435172
1534,Compute Shader Z-Buffer,0.0005802,435172
1534,Z-Buffer,0.0465071,435172
1534,Direct Method,29.0674,435172
1535,Compute Shader Z-Buffer,0.0004899,435172
1535,Z-Buffer,0.0436316,435172
1535,Direct Method,29.1521,435172
1536,Compute Shader Z-Buffer,0.0004286,435172
1536,Z-Buffer,0.0449209,435172
1536,Direct Method,29.7161,435172
1537,Compute Shader Z-Buffer,0.0004227,435172
1537,Z-Buffer,0.0467255,435172
1537,Direct Method,30.3394,435172
1538,Compute Shader Z-Buffer,0.0003755,435172
1538,Z-Buffer,0.0452368,435172
1538,Direct Method,30.4045,435172
1539,Compute Shader Z-Buffer,0.000435,435172
1539,Z-Buffer,0.0432014,435172
1539,Direct Method,27.3205,435172
1540,Compute Shader Z-Buffer,0.000425,435172
1540,Z-Buffer,0.045582,435172
1540,Direct Method,27.5966,435172
1541,Compute Shader Z-Buffer,0.0005059,435172
1541,Z-Buffer,0.0547772,435172
1541,Direct Method,32.2201,435172
1542,Compute Shader Z-Buffer,0.0007347,435172
1542,Z-Buffer,0.0454071,435172
1542,Direct Method,29.0724,435172
1543,Compute Shader Z-Buffer,0.0006644,435172
1543,Z-Buffer,0.0461776,435172
1543,Direct Method,26.1619,435172
1544,Compute Shader Z-Buffer,0.0006263,435172
1544,Z-Buffer,0.0430222,435172
1544,Direct Method,29.0832,435172
1545,Compute Shader Z-Buffer,0.0005103,435172
1545,Z-Buffer,0.0450481,435172
1545,Direct Method,31.5896,435172
1546,Compute Shader Z-Buffer,0.0005347,435172
1546,Z-Buffer,0.0432242,435172
1546,Direct Method,31.8788,435172
1547,Compute Shader Z-Buffer,0.0004127,435172
1547,Z-Buffer,0.0504516,435172
1547,Direct Method,27.7058,435172
1548,Compute Shader Z-Buffer,0.0006446,435172
1548,Z-Buffer,0.0431228,435172
1548,Direct Method,29.6628,435172
1549,Compute Shader Z-Buffer,0.0005254,435172
1549,Z-Buffer,0.0487546,435172
1549,Direct Method,26.3364,435172
1550,Compute Shader Z-Buffer,0.0004205,435172
1550,Z-Buffer,0.043419,435172
1550,Direct Method,31.8586,435172
1551,Compute Shader Z-Buffer,0.0005435,435172
1551,Z-Buffer,0.0461256,435172
1551,Direct Method,31.9563,435172
1552,Compute Shader Z-Buffer,0.0005019,435172
1552,Z-Buffer,0.0433293,435172
1552,Direct Method,31.2632,435172
1553,Compute Shader Z-Buffer,0.0007099,435172
1553,Z-Buffer,0.0452031,435172
1553,Direct Method,27.8515,435172
1554,Compute Shader Z-Buffer,0.0005453,435172
1554,Z-Buffer,0.0432858,435172
1554,Direct Method,29.2094,435172
1555,Compute Shader Z-Buffer,0.0004847,435172
1555,Z-Buffer,0.0473631,435172
1555,Direct Method,31.2577,435172
1556,Compute Shader Z-Buffer,0.0005369,435172
1556,Z-Buffer,0.0429565,435172
1556,Direct Method,28.3591,435172
1557,Compute Shader Z-Buffer,0.0004184,435172
1557,Z-Buffer,0.0453297,435172
1557,Direct Method,33.1571,435172
1558,Compute Shader Z-Buffer,0.0005209,435172
1558,Z-Buffer,0.0450042,435172
1558,Direct Method,32.4106,435172
1559,Compute Shader Z-Buffer,0.0005632,435172
1559,Z-Buffer,0.0456436,435172
1559,Direct Method,29.0628,435172
1560,Compute Shader Z-Buffer,0.0005879,435172
1560,Z-Buffer,0.0441255,435172
1560,Direct Method,28.4031,435172
1561,Compute Shader Z-Buffer,0.0004458,435172
1561,Z-Buffer,0.0441064,435172
1561,Direct Method,32.1518,435172
1562,Compute Shader Z-Buffer,0.0004229,435172
1562,Z-Buffer,0.0438681,435172
1562,Direct Method,31.2531,435172
1563,Compute Shader Z-Buffer,0.0005478,435172
1563,Z-Buffer,0.0442298,435172
1563,Direct Method,27.8479,435172
1564,Compute Shader Z-Buffer,0.0005461,435172
1564,Z-Buffer,0.0432966,435172
1564,Direct Method,29.1216,435172
1565,Compute Shader Z-Buffer,0.0004114,435172
1565,Z-Buffer,0.0457563,435172
1565,Direct Method,28.2782,435172
1566,Compute Shader Z-Buffer,0.0004822,435172
1566,Z-Buffer,0.046779,435172
1566,Direct Method,25.2136,435172
1567,Compute Shader Z-Buffer,0.0004893,435172
1567,Z-Buffer,0.045521,435172
1567,Direct Method,25.6994,435172
1568,Compute Shader Z-Buffer,0.0005212,435172
1568,Z-Buffer,0.0433215,435172
1568,Direct Method,30.9475,435172
1569,Compute Shader Z-Buffer,0.0005669,435172
1569,Z-Buffer,0.0477232,435172
1569,Direct Method,27.3625,435172
1570,Compute Shader Z-Buffer,0.000432,435172
1570,Z-Buffer,0.0430319,435172
1570,Direct Method,27.6453,435172
1571,Compute Shader Z-Buffer,0.0005577,435172
1571,Z-Buffer,0.0431715,435172
1571,Direct Method,27.6761,435172
1572,Compute Shader Z-Buffer,0.0004141,435172
1572,Z-Buffer,0.0442959,435172
1572,Direct Method,25.283,435172
1573,Compute Shader Z-Buffer,0.0004561,435172
