SurfaceIndex,Method,ExecutionTime,numberPoints
1128,Direct Method,28.0046,435172
1129,Compute Shader Z-Buffer,0.0004732,435172
1129,Z-Buffer,0.0468495,435172
1129,Direct Method,27.1761,435172
1130,Compute Shader Z-Buffer,0.0004402,435172
1130,Z-Buffer,0.0447069,435172
1130,Direct Method,30.9122,435172
1131,Compute Shader Z-Buffer,0.0004251,435172
1131,Z-Buffer,0.0466129,435172
1131,Direct Method,30.0348,435172
1132,Compute Shader Z-Buffer,0.0005358,435172
1132,Z-Buffer,0.0443796,435172
1132,Direct Method,29.9345,435172
1133,Compute Shader Z-Buffer,0.0005954,435172
1133,Z-Buffer,0.0453165,435172
1133,Direct Method,29.3114,435172
1134,Compute Shader Z-Buffer,0.0004139,435172
1134,Z-Buffer,0.0437135,435172
1134,Direct Method,27.9087,435172
1135,Compute Shader Z-Buffer,0.000523,435172
1135,Z-Buffer,0.0432408,435172
1135,Direct Method,29.2035,435172
1136,Compute Shader Z-Buffer,0.0005619,435172
1136,Z-Buffer,0.0449778,435172
1136,Direct Method,29.8905,435172
1137,Compute Shader Z-Buffer,0.0006398,435172
1137,Z-Buffer,0.0430826,435172
1137,Direct Method,29.6327,435172
1138,Compute Shader Z-Buffer,0.0005071,435172
1138,Z-Buffer,0.0460356,435172
1138,Direct Method,27.3439,435172
1139,Compute Shader Z-Buffer,0.0006275,435172
1139,Z-Buffer,0.0430666,435172
1139,Direct Method,27.3319,435172
1140,Compute Shader Z-Buffer,0.0004474,435172
1140,Z-Buffer,0.0440419,435172
1140,Direct Method,30.687,435172
1141,Compute Shader Z-Buffer,0.0004844,435172
1141,Z-Buffer,0.0497623,435172
1141,Direct Method,29.0487,435172
1142,Compute Shader Z-Buffer,0.0006129,435172
1142,Z-Buffer,0.0449293,435172
1142,Direct Method,30.3703,435172
1143,Compute Shader Z-Buffer,0.000486,435172
1143,Z-Buffer,0.0435348,435172
1143,Direct Method,29.0626,435172
1144,Compute Shader Z-Buffer,0.0004558,435172
1144,Z-Buffer,0.0459512,435172
1144,Direct Method,29.7415,435172
1145,Compute Shader Z-Buffer,0.000597,435172
1145,Z-Buffer,0.0446276,435172
1145,Direct Method,30.3767,435172
1146,Compute Shader Z-Buffer,0.0004209,435172
1146,Z-Buffer,0.0429528,435172
1146,Direct Method,29.3625,435172
1147,Compute Shader Z-Buffer,0.0004234,435172
1147,Z-Buffer,0.0423348,435172
1147,Direct Method,29.3088,435172
1148,Compute Shader Z-Buffer,0.000525,435172
1148,Z-Buffer,0.0449917,435172
1148,Direct Method,30.3614,435172
1149,Compute Shader Z-Buffer,0.0004349,435172
1149,Z-Buffer,0.0460302,435172
1149,Direct Method,30.4474,435172
1150,Compute Shader Z-Buffer,0.0004272,435172
1150,Z-Buffer,0.0460042,435172
1150,Direct Method,29.4413,435172
1151,Compute Shader Z-Buffer,0.0004111,435172
1151,Z-Buffer,0.0449902,435172
1151,Direct Method,28.0703,435172
1152,Compute Shader Z-Buffer,0.0004276,435172
1152,Z-Buffer,0.0434495,435172
1152,Direct Method,28.0103,435172
1153,Compute Shader Z-Buffer,0.0004954,435172
1153,Z-Buffer,0.0495777,435172
1153,Direct Method,30.5054,435172
1154,Compute Shader Z-Buffer,0.0005172,435172
1154,Z-Buffer,0.0440525,435172
1154,Direct Method,29.0553,435172
1155,Compute Shader Z-Buffer,0.0005393,435172
1155,Z-Buffer,0.0437166,435172
1155,Direct Method,31.8219,435172
1156,Compute Shader Z-Buffer,0.000506,435172
1156,Z-Buffer,0.0448237,435172
1156,Direct Method,29.4701,435172
1157,Compute Shader Z-Buffer,0.0004871,435172
1157,Z-Buffer,0.0431406,435172
1157,Direct Method,30.7012,435172
1158,Compute Shader Z-Buffer,0.0005226,435172
1158,Z-Buffer,0.044033,435172
1158,Direct Method,29.5632,435172
1159,Compute Shader Z-Buffer,0.000448,435172
1159,Z-Buffer,0.0463254,435172
1159,Direct Method,28.4801,435172
1160,Compute Shader Z-Buffer,0.0004301,435172
1160,Z-Buffer,0.0438997,435172
1160,Direct Method,30.3976,435172
1161,Compute Shader Z-Buffer,0.0005814,435172
1161,Z-Buffer,0.045502,435172
1161,Direct Method,30.4999,435172
1162,Compute Shader Z-Buffer,0.0004189,435172
1162,Z-Buffer,0.0430133,435172
1162,Direct Method,28.8698,435172
1163,Compute Shader Z-Buffer,0.0006711,435172
1163,Z-Buffer,0.0431258,435172
1163,Direct Method,28.9246,435172
1164,Compute Shader Z-Buffer,0.0005037,435172
1164,Z-Buffer,0.0426918,435172
1164,Direct Method,30.1884,435172
1165,Compute Shader Z-Buffer,0.0005427,435172
1165,Z-Buffer,0.0452397,435172
1165,Direct Method,29.3083,435172
1166,Compute Shader Z-Buffer,0.0004767,435172
1166,Z-Buffer,0.047068,435172
1166,Direct Method,28.8432,435172
1167,Compute Shader Z-Buffer,0.0004762,435172
1167,Z-Buffer,0.0458248,435172
1167,Direct Method,28.994,435172
1168,Compute Shader Z-Buffer,0.0006553,435172
1168,Z-Buffer,0.048407,435172
1168,Direct Method,28.8837,435172
1169,Compute Shader Z-Buffer,0.0005978,435172
1169,Z-Buffer,0.0467021,435172
1169,Direct Method,29.0631,435172
1170,Compute Shader Z-Buffer,0.0007297,435172
1170,Z-Buffer,0.0485495,435172
1170,Direct Method,30.7794,435172
1171,Compute Shader Z-Buffer,0.0004254,435172
1171,Z-Buffer,0.0429299,435172
1171,Direct Method,30.579,435172
1172,Compute Shader Z-Buffer,0.0004205,435172
1172,Z-Buffer,0.045236,435172
1172,Direct Method,28.8263,435172
1173,Compute Shader Z-Buffer,0.0006398,435172
1173,Z-Buffer,0.0440172,435172
1173,Direct Method,30.2605,435172
1174,Compute Shader Z-Buffer,0.0004879,435172
1174,Z-Buffer,0.0441158,435172
1174,Direct Method,29.1068,435172
1175,Compute Shader Z-Buffer,0.0004146,435172
1175,Z-Buffer,0.0469167,435172
1175,Direct Method,28.8583,435172
1176,Compute Shader Z-Buffer,0.000701,435172
1176,Z-Buffer,0.0433347,435172
1176,Direct Method,29.1406,435172
1177,Compute Shader Z-Buffer,0.0005587,435172
1177,Z-Buffer,0.045023,435172
1177,Direct Method,29.0377,435172
1178,Compute Shader Z-Buffer,0.0006219,435172
1178,Z-Buffer,0.0442999,435172
1178,Direct Method,27.3752,435172
1179,Compute Shader Z-Buffer,0.0005176,435172
1179,Z-Buffer,0.0425985,435172
1179,Direct Method,27.2306,435172
1180,Compute Shader Z-Buffer,0.000493,435172
1180,Z-Buffer,0.0440418,435172
1180,Direct Method,29.2078,435172
1181,Compute Shader Z-Buffer,0.0004859,435172
1181,Z-Buffer,0.0489203,435172
1181,Direct Method,27.1094,435172
1182,Compute Shader Z-Buffer,0.0005587,435172
1182,Z-Buffer,0.0456986,435172
1182,Direct Method,27.2945,435172
1183,Compute Shader Z-Buffer,0.000437,435172
1183,Z-Buffer,0.0464461,435172
1183,Direct Method,30.2667,435172
1184,Compute Shader Z-Buffer,0.0006016,435172
1184,Z-Buffer,0.0449984,435172
1184,Direct Method,30.9648,435172
1185,Compute Shader Z-Buffer,0.0006588,435172
1185,Z-Buffer,0.0444055,435172
1185,Direct Method,29.2991,435172
1186,Compute Shader Z-Buffer,0.0004712,435172
1186,Z-Buffer,0.0442149,435172
1186,Direct Method,29.623,435172
1187,Compute Shader Z-Buffer,0.0005094,435172
1187,Z-Buffer,0.0462992,435172
1187,Direct Method,30.2906,435172
1188,Compute Shader Z-Buffer,0.0004202,435172
1188,Z-Buffer,0.0436336,435172
1188,Direct Method,31.0514,435172
1189,Compute Shader Z-Buffer,0.0005105,435172
1189,Z-Buffer,0.0446936,435172
1189,Direct Method,30.5584,435172
1190,Compute Shader Z-Buffer,0.0005854,435172
1190,Z-Buffer,0.0439503,435172
1190,Direct Method,28.7236,435172
1191,Compute Shader Z-Buffer,0.0007299,435172
1191,Z-Buffer,0.0442908,435172
1191,Direct Method,28.707,435172
1192,Compute Shader Z-Buffer,0.0004154,435172
1192,Z-Buffer,0.0430591,435172
1192,Direct Method,29.5448,435172
1193,Compute Shader Z-Buffer,0.0004337,435172
1193,Z-Buffer,0.0433679,435172
1193,Direct Method,29.278,435172
1194,Compute Shader Z-Buffer,0.0005097,435172
1194,Z-Buffer,0.0449752,435172
1194,Direct Method,29.2456,435172
1195,Compute Shader Z-Buffer,0.0005546,435172
1195,Z-Buffer,0.0445967,435172
1195,Direct Method,29.253,435172
1196,Compute Shader Z-Buffer,0.0005633,435172
1196,Z-Buffer,0.0433557,435172
1196,Direct Method,28.2841,435172
1197,Compute Shader Z-Buffer,0.000402,435172
1197,Z-Buffer,0.044028,435172
1197,Direct Method,29.2387,435172
1198,Compute Shader Z-Buffer,0.0004407,435172
1198,Z-Buffer,0.0461308,435172
1198,Direct Method,30.8799,435172
1199,Compute Shader Z-Buffer,0.0004182,435172
1199,Z-Buffer,0.046579,435172
1199,Direct Method,29.7805,435172
1200,Compute Shader Z-Buffer,0.0005898,435172
1200,Z-Buffer,0.0434144,435172
1200,Direct Method,28.8534,435172
1201,Compute Shader Z-Buffer,0.0005252,435172
1201,Z-Buffer,0.0446324,435172
1201,Direct Method,31.0958,435172
1202,Compute Shader Z-Buffer,0.0005712,435172
1202,Z-Buffer,0.0437477,435172
1202,Direct Method,29.3333,435172
1203,Compute Shader Z-Buffer,0.00069,435172
1203,Z-Buffer,0.04503,435172
1203,Direct Method,29.4606,435172
1204,Compute Shader Z-Buffer,0.0007196,435172
1204,Z-Buffer,0.0464448,435172
1204,Direct Method,28.029,435172
1205,Compute Shader Z-Buffer,0.0005398,435172
1205,Z-Buffer,0.0463931,435172
1205,Direct Method,28.1638,435172
1206,Compute Shader Z-Buffer,0.0004374,435172
1206,Z-Buffer,0.0428922,435172
1206,Direct Method,29.8492,435172
1207,Compute Shader Z-Buffer,0.0007109,435172
1207,Z-Buffer,0.0464805,435172
1207,Direct Method,29.7309,435172
1208,Compute Shader Z-Buffer,0.0006398,435172
1208,Z-Buffer,0.0477528,435172
1208,Direct Method,29.5173,435172
1209,Compute Shader Z-Buffer,0.0004484,435172
1209,Z-Buffer,0.0470428,435172
1209,Direct Method,29.6848,435172
1210,Compute Shader Z-Buffer,0.0004594,435172
1210,Z-Buffer,0.0441322,435172
1210,Direct Method,29.2285,435172
1211,Compute Shader Z-Buffer,0.0005956,435172
1211,Z-Buffer,0.04381,435172
1211,Direct Method,28.6057,435172
1212,Compute Shader Z-Buffer,0.0005182,435172
1212,Z-Buffer,0.044304,435172
1212,Direct Method,30.9851,435172
1213,Compute Shader Z-Buffer,0.0005214,435172
1213,Z-Buffer,0.0456252,435172
1213,Direct Method,29.2368,435172
1214,Compute Shader Z-Buffer,0.0012284,435172
1214,Z-Buffer,0.0447164,435172
1214,Direct Method,29.2574,435172
1215,Compute Shader Z-Buffer,0.0006114,435172
1215,Z-Buffer,0.0468653,435172
1215,Direct Method,29.752,435172
1216,Compute Shader Z-Buffer,0.0005497,435172
1216,Z-Buffer,0.0461733,435172
1216,Direct Method,29.5911,435172
1217,Compute Shader Z-Buffer,0.0004215,435172
1217,Z-Buffer,0.0440256,435172
1217,Direct Method,29.476,435172
1218,Compute Shader Z-Buffer,0.0006886,435172
1218,Z-Buffer,0.0438784,435172
1218,Direct Method,29.5724,435172
1219,Compute Shader Z-Buffer,0.0004372,435172
1219,Z-Buffer,0.0477537,435172
1219,Direct Method,28.0688,435172
1220,Compute Shader Z-Buffer,0.0004286,435172
1220,Z-Buffer,0.0498586,435172
1220,Direct Method,28.8564,435172
1221,Compute Shader Z-Buffer,0.0004844,435172
1221,Z-Buffer,0.0454719,435172
1221,Direct Method,29.5047,435172
1222,Compute Shader Z-Buffer,0.000558,435172
1222,Z-Buffer,0.0459817,435172
1222,Direct Method,27.2742,435172
1223,Compute Shader Z-Buffer,0.0006509,435172
1223,Z-Buffer,0.0442538,435172
1223,Direct Method,29.0252,435172
1224,Compute Shader Z-Buffer,0.0004268,435172
1224,Z-Buffer,0.048192,435172
1224,Direct Method,28.0963,435172
1225,Compute Shader Z-Buffer,0.0004338,435172
1225,Z-Buffer,0.0439125,435172
1225,Direct Method,28.9462,435172
1226,Compute Shader Z-Buffer,0.0004553,435172
1226,Z-Buffer,0.0442716,435172
1226,Direct Method,29.1147,435172
1227,Compute Shader Z-Buffer,0.0005694,435172
1227,Z-Buffer,0.0430428,435172
1227,Direct Method,29.5695,435172
1228,Compute Shader Z-Buffer,0.0004556,435172
1228,Z-Buffer,0.0453829,435172
1228,Direct Method,28.931,435172
1229,Compute Shader Z-Buffer,0.0005561,435172
1229,Z-Buffer,0.0449071,435172
1229,Direct Method,30.2893,435172
1230,Compute Shader Z-Buffer,0.0004329,435172
1230,Z-Buffer,0.0441616,435172
1230,Direct Method,29.6085,435172
1231,Compute Shader Z-Buffer,0.0005398,435172
1231,Z-Buffer,0.0441735,435172
1231,Direct Method,30.7146,435172
1232,Compute Shader Z-Buffer,0.0004121,435172
1232,Z-Buffer,0.0437181,435172
1232,Direct Method,31.1339,435172
1233,Compute Shader Z-Buffer,0.0004392,435172
1233,Z-Buffer,0.043616,435172
1233,Direct Method,31.4437,435172
1234,Compute Shader Z-Buffer,0.0005096,435172
1234,Z-Buffer,0.0440898,435172
1234,Direct Method,29.7596,435172
1235,Compute Shader Z-Buffer,0.0005802,435172
1235,Z-Buffer,0.0446626,435172
1235,Direct Method,29.7288,435172
1236,Compute Shader Z-Buffer,0.0005853,435172
1236,Z-Buffer,0.0452609,435172
1236,Direct Method,29.5154,435172
1237,Compute Shader Z-Buffer,0.0006105,435172
1237,Z-Buffer,0.0440886,435172
1237,Direct Method,29.4114,435172
1238,Compute Shader Z-Buffer,0.0005801,435172
1238,Z-Buffer,0.0447722,435172
1238,Direct Method,30.8213,435172
1239,Compute Shader Z-Buffer,0.0004337,435172
1239,Z-Buffer,0.0430325,435172
1239,Direct Method,29.0006,435172
1240,Compute Shader Z-Buffer,0.0004226,435172
1240,Z-Buffer,0.0454887,435172
1240,Direct Method,29.0304,435172
1241,Compute Shader Z-Buffer,0.0004169,435172
1241,Z-Buffer,0.0461165,435172
1241,Direct Method,30.5928,435172
1242,Compute Shader Z-Buffer,0.0005911,435172
1242,Z-Buffer,0.0449376,435172
1242,Direct Method,29.0079,435172
1243,Compute Shader Z-Buffer,0.0005792,435172
1243,Z-Buffer,0.0430281,435172
1243,Direct Method,29.6345,435172
1244,Compute Shader Z-Buffer,0.0004199,435172
1244,Z-Buffer,0.0446564,435172
1244,Direct Method,28.3482,435172
1245,Compute Shader Z-Buffer,0.000424,435172
1245,Z-Buffer,0.0447944,435172
1245,Direct Method,28.5447,435172
1246,Compute Shader Z-Buffer,0.0005253,435172
1246,Z-Buffer,0.0452814,435172
1246,Direct Method,28.9905,435172
1247,Compute Shader Z-Buffer,0.0006403,435172
1247,Z-Buffer,0.0453192,435172
1247,Direct Method,30.046,435172
1248,Compute Shader Z-Buffer,0.0006204,435172
1248,Z-Buffer,0.0437299,435172
1248,Direct Method,27.7622,435172
1249,Compute Shader Z-Buffer,0.0006913,435172
1249,Z-Buffer,0.0442879,435172
1249,Direct Method,29.74,435172
1250,Compute Shader Z-Buffer,0.0005871,435172
1250,Z-Buffer,0.0445503,435172
1250,Direct Method,28.6276,435172
1251,Compute Shader Z-Buffer,0.0004197,435172
1251,Z-Buffer,0.0434295,435172
1251,Direct Method,28.9878,435172
1252,Compute Shader Z-Buffer,0.0005078,435172
1252,Z-Buffer,0.044357,435172
1252,Direct Method,29.6941,435172
1253,Compute Shader Z-Buffer,0.0004762,435172
1253,Z-Buffer,0.0442221,435172
1253,Direct Method,28.4624,435172
1254,Compute Shader Z-Buffer,0.0004249,435172
1254,Z-Buffer,0.0456381,435172
1254,Direct Method,32.0123,435172
1255,Compute Shader Z-Buffer,0.0005313,435172
1255,Z-Buffer,0.0451704,435172
1255,Direct Method,29.9399,435172
1256,Compute Shader Z-Buffer,0.0004199,435172
1256,Z-Buffer,0.0450626,435172
1256,Direct Method,28.7564,435172
1257,Compute Shader Z-Buffer,0.0004437,435172
1257,Z-Buffer,0.0436927,435172
1257,Direct Method,30.2156,435172
1258,Compute Shader Z-Buffer,0.0004205,435172
1258,Z-Buffer,0.0437341,435172
1258,Direct Method,30.0076,435172
1259,Compute Shader Z-Buffer,0.0005063,435172
1259,Z-Buffer,0.0459549,435172
1259,Direct Method,30.2447,435172
1260,Compute Shader Z-Buffer,0.0004213,435172
1260,Z-Buffer,0.0443058,435172
1260,Direct Method,29.7084,435172
1261,Compute Shader Z-Buffer,0.0004435,435172
1261,Z-Buffer,0.0435162,435172
1261,Direct Method,29.3524,435172
1262,Compute Shader Z-Buffer,0.0004604,435172
1262,Z-Buffer,0.0457371,435172
1262,Direct Method,28.9287,435172
1263,Compute Shader Z-Buffer,0.0005553,435172
1263,Z-Buffer,0.0454674,435172
1263,Direct Method,29.4517,435172
1264,Compute Shader Z-Buffer,0.0005675,435172
1264,Z-Buffer,0.0453327,435172
1264,Direct Method,29.1096,435172
1265,Compute Shader Z-Buffer,0.0005553,435172
1265,Z-Buffer,0.0440816,435172
1265,Direct Method,28.7513,435172
1266,Compute Shader Z-Buffer,0.0004213,435172
1266,Z-Buffer,0.0463962,435172
1266,Direct Method,28.927,435172
1267,Compute Shader Z-Buffer,0.0004415,435172
1267,Z-Buffer,0.0474018,435172
1267,Direct Method,27.5312,435172
1268,Compute Shader Z-Buffer,0.0004724,435172
1268,Z-Buffer,0.0431898,435172
1268,Direct Method,29.8694,435172
1269,Compute Shader Z-Buffer,0.0005468,435172
1269,Z-Buffer,0.0432122,435172
1269,Direct Method,27.9377,435172
1270,Compute Shader Z-Buffer,0.0006225,435172
1270,Z-Buffer,0.0434191,435172
1270,Direct Method,30.4067,435172
1271,Compute Shader Z-Buffer,0.0005161,435172
1271,Z-Buffer,0.0464206,435172
1271,Direct Method,29.2784,435172
1272,Compute Shader Z-Buffer,0.0005751,435172
1272,Z-Buffer,0.0439545,435172
1272,Direct Method,30.0551,435172
1273,Compute Shader Z-Buffer,0.0005255,435172
1273,Z-Buffer,0.0447493,435172
1273,Direct Method,31.4313,435172
1274,Compute Shader Z-Buffer,0.0004301,435172
1274,Z-Buffer,0.0446029,435172
1274,Direct Method,29.9149,435172
1275,Compute Shader Z-Buffer,0.0004332,435172
1275,Z-Buffer,0.0475587,435172
1275,Direct Method,29.7547,435172
1276,Compute Shader Z-Buffer,0.0004789,435172
1276,Z-Buffer,0.0469562,435172
1276,Direct Method,28.7441,435172
1277,Compute Shader Z-Buffer,0.0005922,435172
1277,Z-Buffer,0.0429435,435172
1277,Direct Method,30.5086,435172
1278,Compute Shader Z-Buffer,0.0005337,435172
1278,Z-Buffer,0.0430141,435172
1278,Direct Method,29.8706,435172
1279,Compute Shader Z-Buffer,0.0004218,435172
1279,Z-Buffer,0.0442701,435172
1279,Direct Method,29.6178,435172
1280,Compute Shader Z-Buffer,0.0004162,435172
1280,Z-Buffer,0.0472318,435172
1280,Direct Method,29.1147,435172
1281,Compute Shader Z-Buffer,0.0007172,435172
1281,Z-Buffer,0.0476669,435172
1281,Direct Method,28.7823,435172
1282,Compute Shader Z-Buffer,0.0005418,435172
1282,Z-Buffer,0.045311,435172
1282,Direct Method,29.2906,435172
1283,Compute Shader Z-Buffer,0.000468,435172
1283,Z-Buffer,0.0444969,435172
1283,Direct Method,29.1941,435172
1284,Compute Shader Z-Buffer,0.000426,435172
1284,Z-Buffer,0.0450712,435172
1284,Direct Method,29.1779,435172
1285,Compute Shader Z-Buffer,0.0004302,435172
1285,Z-Buffer,0.044587,435172
1285,Direct Method,29.6102,435172
1286,Compute Shader Z-Buffer,0.000662,435172
1286,Z-Buffer,0.0484807,435172
1286,Direct Method,28.8944,435172
1287,Compute Shader Z-Buffer,0.0006244,435172
1287,Z-Buffer,0.0443047,435172
1287,Direct Method,29.3878,435172
1288,Compute Shader Z-Buffer,0.0005812,435172
1288,Z-Buffer,0.042787,435172
1288,Direct Method,29.0344,435172
1289,Compute Shader Z-Buffer,0.0004188,435172
1289,Z-Buffer,0.0452581,435172
1289,Direct Method,28.0799,435172
1290,Compute Shader Z-Buffer,0.0003921,435172
1290,Z-Buffer,0.0431074,435172
1290,Direct Method,29.0799,435172
1291,Compute Shader Z-Buffer,0.0004442,435172
1291,Z-Buffer,0.0450351,435172
1291,Direct Method,29.988,435172
1292,Compute Shader Z-Buffer,0.0005027,435172
1292,Z-Buffer,0.0529981,435172
1292,Direct Method,28.5043,435172
1293,Compute Shader Z-Buffer,0.0005992,435172
1293,Z-Buffer,0.0449209,435172
1293,Direct Method,28.3336,435172
1294,Compute Shader Z-Buffer,0.0004853,435172
1294,Z-Buffer,0.0434295,435172
1294,Direct Method,27.0996,435172
1295,Compute Shader Z-Buffer,0.0006215,435172
1295,Z-Buffer,0.0444442,435172
1295,Direct Method,31.0955,435172
1296,Compute Shader Z-Buffer,0.0005498,435172
1296,Z-Buffer,0.0460076,435172
1296,Direct Method,31.8704,435172
1297,Compute Shader Z-Buffer,0.0005202,435172
1297,Z-Buffer,0.042682,435172
1297,Direct Method,30.0756,435172
1298,Compute Shader Z-Buffer,0.0006016,435172
1298,Z-Buffer,0.0454855,435172
1298,Direct Method,30.9563,435172
1299,Compute Shader Z-Buffer,0.000535,435172
1299,Z-Buffer,0.0433066,435172
1299,Direct Method,34.3655,435172
1300,Compute Shader Z-Buffer,0.0006174,435172
1300,Z-Buffer,0.048569,435172
1300,Direct Method,31.8228,435172
1301,Compute Shader Z-Buffer,0.0005154,435172
1301,Z-Buffer,0.0443399,435172
1301,Direct Method,29.2471,435172
1302,Compute Shader Z-Buffer,0.0004291,435172
1302,Z-Buffer,0.0440604,435172
1302,Direct Method,30.5926,435172
1303,Compute Shader Z-Buffer,0.0004364,435172
1303,Z-Buffer,0.0453689,435172
1303,Direct Method,30.6185,435172
1304,Compute Shader Z-Buffer,0.0005388,435172
1304,Z-Buffer,0.0471649,435172
1304,Direct Method,31.8363,435172
1305,Compute Shader Z-Buffer,0.0005274,435172
1305,Z-Buffer,0.0448141,435172
1305,Direct Method,29.5627,435172
1306,Compute Shader Z-Buffer,0.000408,435172
1306,Z-Buffer,0.0431526,435172
1306,Direct Method,29.3096,435172
1307,Compute Shader Z-Buffer,0.0004698,435172
1307,Z-Buffer,0.0478711,435172
1307,Direct Method,30.6804,435172
1308,Compute Shader Z-Buffer,0.000392,435172
1308,Z-Buffer,0.0452611,435172
1308,Direct Method,31.0868,435172
1309,Compute Shader Z-Buffer,0.0004713,435172
1309,Z-Buffer,0.0449257,435172
1309,Direct Method,30.9001,435172
1310,Compute Shader Z-Buffer,0.0004247,435172
1310,Z-Buffer,0.0465821,435172
